Year,Round,College Code,College,Course,GM,1G,2AG,2BG,3AG,3BG,SCG,STG,GMH,1H,2AH,2BH,3AH,3BH,SCH,STH
2022,R2,E014,"E014 S J C Institute of Technology  Chickballapur","CS Computers",23499,29887,28845,38153,27157,29347,61836,30308,,,,,,,,
2022,R2,E014,"E014 S J C Institute of Technology  Chickballapur","IE Info.Science",32377,46274,41128,33605,32490,33215,76177,49941,,,,,,,,
2022,R2,E015,"E015 Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District","CS Computers",51628,58836,71303,65785,54839,61933,81963,59243,,,,,,,,
2022,R2,E016,"E016 Siddaganga Institute of Technology  Tumkur","AD Artificial Intel, Data Sc",10596,15657,13800,14183,10655,10773,39607,,,,,,,,,
2022,R2,E016,"E016 Siddaganga Institute of Technology  Tumkur","CA CS (AI, Machine Learning)",9243,,11684,13336,11879,9521,36969,19859,,,,,,,,
2022,R2,E016,"E016 Siddaganga Institute of Technology  Tumkur","CS Computers",5716,7166,8158,10988,5881,5834,24940,10235,,,,,,,,
2022,R2,E016,"E016 Siddaganga Institute of Technology  Tumkur","IE Info.Science",7400,11336,9682,12620,7539,7622,31374,13389,,,,,,,,
2022,R2,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","AI Artificial Intelligence",47193,52968,53178,55185,,50862,93444,69781,,,,,,,,
2022,R2,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","CS Computers",27581,31307,34017,32397,28091,29523,54262,28523,,,,,,,,
2022,R2,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","DS Comp. Sc. Engg- Data Sc.",43258,,43406,,,,83173,65431,,,,,,,,
2022,R2,E017,"E017 Sri Siddartha Institute of Technology  Tumkur","IE Info.Science",35305,43544,44992,65854,37036,36797,92920,45000,,,,,,,,
2022,R2,E018,"E018 Kalpatharu Institute of Technology  Tiptur","CS Computers",41804,44421,54845,63378,46657,42680,76016,48206,,,,,,,,
2022,R2,E018,"E018 Kalpatharu Institute of Technology  Tiptur","IE Info.Science",54537,57992,61143,85667,54798,58550,84453,59800,,,,,,,,
2022,R2,E021,"E021 Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore","CS Computers",1729,2861,3800,3194,2330,2591,8590,4750,,,,,,,,
2022,R2,E028,"E028 Tontadarya College of Engineering  Gadag","CS Computers",49869,59361,57905,55993,52076,51893,95165,66756,,,,,,,,
2022,R2,E029,"E029 Maratha Mandal Engineering College  Belgaum","CS Computers",55410,69589,65893,59401,68347,62308,84448,65631,,,,,,,,
2022,R2,E031,"E031 Basaveshwara Engineering College  Bagalkot","CS Computers",16144,22975,19255,17117,17134,16933,38493,29943,,,,,,,,
2022,R2,E033,"E033 Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur","CS Computers",56929,63551,74975,65121,75160,63001,105980,,,,,,,,,
2022,R2,E034,"E034 Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad","AI Artificial Intelligence",19742,25371,19953,39283,25961,20439,60657,,,,,,,,,
2022,R2,E034,"E034 Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad","CS Computers",9675,12166,13371,15367,9689,10622,27242,21449,,,,,,,,
2022,R2,E034,"E034 Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad","IE Info.Science",12587,23419,14682,19660,15340,12941,47715,,,,,,,,,
2022,R2,E036,"E036 KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum","CF CS(Artificial Intel.)",22219,,27752,22525,38724,24489,88222,,,,,,,,,
2022,R2,E036,"E036 KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.)  Belgaum","CS Computers",16956,24411,20132,20536,24587,18120,52096,37453,,,,,,,,
2022,R2,E037,"E037 K.L.S. Gogte Institute of Technology  Belgaum","CS Computers",9295,15083,12268,12715,13154,10567,35157,20252,,,,,,,,
2022,R2,E037,"E037 K.L.S. Gogte Institute of Technology  Belgaum","IE Info.Science",13042,22142,15449,18237,15746,13095,56048,,,,,,,,,
2022,R2,E038,"E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur","CA CS (AI, Machine Learning)",41264,50448,48752,47559,43330,42429,81977,,,,,,,,,
2022,R2,E038,"E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur","CS Computers",29559,36694,35376,30813,35269,30805,57366,69472,,,,,,,,
2022,R2,E038,"E038 B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech.  vijayapur","IE Info.Science",37731,41022,39685,44257,41507,38829,88753,,,,,,,,,
2022,R2,E040,"E040 Hira Sugar Institute of Technology  Belagavi District,","CS Computers",42784,51336,54587,54019,64207,46409,91966,68582,,,,,,,,
2022,R2,E042,"E042 Khaja Banda Nawaz University  Kalburgi","CS Computers",49044,,69988,49664,,83182,111763,85113,,,,,,,,
2022,R2,E043,"E043 Gurunanak Dev Engineering College  Bidar","CS Computers",30768,,35435,,47561,47585,64084,49988,,,,,,,,
2022,R2,E043,"E043 Gurunanak Dev Engineering College  Bidar","IE Info.Science",54238,,65359,,,60889,98386,,,,,,,,,
2022,R2,E044,"E044 Bheemanna Khandre Institute of Technology  Bhalki","CS Computers",38442,78499,65861,,,48867,64113,,,,,,,,,
2022,R2,E045,"E045 Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari","CS Computers",39182,59758,51523,56757,55122,51010,73688,40962,,,,,,,,
2022,R2,E046,"E046 H K Es S L N College of Engineering  Raichur","CS Computers",57757,,71822,75679,,,93849,,,,,,,,,
2022,R2,E047,"E047 Malnad College of Engineering  Hassan","CA CS (AI, Machine Learning)",17528,,21034,20813,,22960,44539,,,,,,,,,
2022,R2,E047,"E047 Malnad College of Engineering  Hassan","CS Computers",12871,20028,18513,23698,13254,15775,41923,31407,,,,,,,,
2022,R2,E047,"E047 Malnad College of Engineering  Hassan","IE Info.Science",21011,30648,27499,21033,21023,22262,50059,42461,,,,,,,,
2022,R2,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","AD Artificial Intel, Data Sc",2413,4473,5196,10598,3864,3106,22248,,,,,,,,,
2022,R2,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","AI Artificial Intelligence",2536,6461,4731,6719,3447,3743,21248,12580,,,,,,,,
2022,R2,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","CS Computers",1075,2079,2226,2394,1658,1477,8512,3898,,,,,,,,
2022,R2,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","DS Comp. Sc. Engg- Data Sc.",1846,4782,3646,7608,,2947,20456,12296,,,,,,,,
2022,R2,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","IE Info.Science",1643,4275,3437,4792,2138,2583,13912,7940,,,,,,,,
2022,R2,E048,"E048 B M S College of Engineering  Basavanagudi,Bangalore","IO CS- Internet of Things",2131,,3798,9097,,4757,24217,13387,,,,,,,,
2022,R2,E049,"E049 Basaveshwara Engineering College  Bagalkot","AI Artificial Intelligence",32667,47183,36030,39818,39991,32841,83133,,,,,,,,,
2022,R2,E049,"E049 Basaveshwara Engineering College  Bagalkot","CS Computers",19100,23084,20274,22827,19520,19194,47643,,,,,,,,,
2022,R2,E049,"E049 Basaveshwara Engineering College  Bagalkot","IE Info.Science",26515,32310,32873,28898,26919,27166,86796,64517,,,,,,,,
2022,R2,E057,"E057 JSS Science and Technology University(Formerly SJCE)  Mysore","CS Computers",3303,6480,5165,6615,3590,3980,16860,8393,,,,,,,,
2022,R2,E057,"E057 JSS Science and Technology University(Formerly SJCE)  Mysore","IE Info.Science",4151,7029,5840,8521,5284,4213,23522,11298,,,,,,,,
2022,R2,E058,"E058 P E S College of Engineering  Mandya","CA CS (AI, Machine Learning)",20435,25467,24312,24647,20784,24731,71990,,,,,,,,,
2022,R2,E058,"E058 P E S College of Engineering  Mandya","CS Computers",15360,20940,18812,22063,16081,16935,38331,22407,,,,,,,,
2022,R2,E058,"E058 P E S College of Engineering  Mandya","IE Info.Science",18831,24933,19253,25909,19432,20869,54392,,,,,,,,,
2022,R2,E059,"E059 P D A College of Engineering  Gulbarga","AI Artificial Intelligence",42172,,42403,,,,68871,89511,,,,,,,,
2022,R2,E059,"E059 P D A College of Engineering  Gulbarga","CD Computer Sc. and Design",38478,,52085,,74572,,75443,,,,,,,,,
2022,R2,E059,"E059 P D A College of Engineering  Gulbarga","CS Computers",21018,27798,26749,,21590,23270,34936,,,,,,,,,
2022,R2,E059,"E059 P D A College of Engineering  Gulbarga","IE Info.Science",33606,45521,38005,,,,63110,48657,,,,,,,,
2022,R2,E060,"E060 Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","AI Artificial Intelligence",17555,,21897,21508,18044,19205,46276,36087,,,,,,,,
2022,R2,E060,"E060 Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","CS Computers",12356,17988,14722,13743,12638,13210,32898,19545,,,,,,,,
2022,R2,E060,"E060 Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","IE Info.Science",13993,18712,17161,18461,14017,15856,44151,,,,,,,,,
2022,R2,E061,"E061 University B.D.T. college of Engineering  Davangere","CS Computers",14504,18245,20080,23408,17142,16611,37498,18326,,,,,,,,
2022,R2,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","AI Artificial Intelligence",38231,48972,42602,48773,40728,40229,80427,,,,,,,,,
2022,R2,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","CD Computer Sc. and Design",47150,57084,49545,52649,49438,47943,123155,69667,,,,,,,,
2022,R2,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","CS Computers",15533,22727,20717,19128,20027,16472,52901,21151,,,,,,,,
2022,R2,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","DS Comp. Sc. Engg- Data Sc.",31817,58418,40367,40227,36952,33501,78410,,,,,,,,,
2022,R2,E062,"E062 Bapuji Institute of Engineering and Technology  Davangere","IE Info.Science",29795,30794,33545,36790,33598,30249,76826,44046,,,,,,,,
2022,R2,E063,"E063 Sri Jagadguru Murugharajendra University (Formerly SJMIT)  Chitradurga","CS Computers",51841,57995,75653,54624,66711,54887,110490,65333,,,,,,,,
2022,R2,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","AI Artificial Intelligence",42389,47836,50334,71281,43400,44147,119139,,,,,,,,,
2022,R2,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","CS Computers",26435,42514,33138,31217,28391,29410,77035,38263,,,,,,,,
2022,R2,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","DS Comp. Sc. Engg- Data Sc.",44467,51596,47156,93341,51188,,151170,74044,,,,,,,,
2022,R2,E064,"E064 Adhichunchanagiri Institute of Technology  Chickmagalur","IE Info.Science",34175,44767,35550,,39814,36928,96866,70837,,,,,,,,
2022,R2,E065,"E065 Jawaharlal Nehru National College of Engineering  Shimoga","AI Artificial Intelligence",30065,45946,42037,70839,36743,32359,77779,,,,,,,,,
2022,R2,E065,"E065 Jawaharlal Nehru National College of Engineering  Shimoga","CS Computers",14973,16980,20144,24628,18069,16556,46327,23098,,,,,,,,
2022,R2,E065,"E065 Jawaharlal Nehru National College of Engineering  Shimoga","IE Info.Science",25465,32643,31434,40875,27093,27480,73349,39406,,,,,,,,
2022,R2,E071,"E071 Vidya Vardhaka College of Engineering  Mysuru","CA CS (AI, Machine Learning)",16708,21830,23090,19662,16912,17594,57627,22910,,,,,,,,
2022,R2,E071,"E071 Vidya Vardhaka College of Engineering  Mysuru","CS Computers",11068,15210,13298,16722,11390,11283,31764,21345,,,,,,,,
2022,R2,E071,"E071 Vidya Vardhaka College of Engineering  Mysuru","IE Info.Science",13666,17198,14975,18933,13761,14503,42437,22095,,,,,,,,
2022,R2,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","AI Artificial Intelligence",47365,63302,68952,54379,64065,51491,131964,,,,,,,,,
2022,R2,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","CF CS(Artificial Intel.)",35419,,49604,,,46080,100113,63534,,,,,,,,
2022,R2,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","CS Computers",19761,28611,25757,27902,25722,,41217,34223,,,,,,,,
2022,R2,E075,"E075 Ballari Institute of Technology and Management  Near Allipur Bellary","DS Comp. Sc. Engg- Data Sc.",33880,,58361,,47996,,98396,,,,,,,,,
2022,R2,E076,"E076 Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT","CS Computers",58356,86461,72842,87076,,63114,93046,,,,,,,,,
2022,R2,E077,"E077 Vidya Vikas Institute of Engineering and Technology  Mysuru","CS Computers",26185,44901,32563,26543,26542,27840,54777,,,,,,,,,
2022,R2,E077,"E077 Vidya Vikas Institute of Engineering and Technology  Mysuru","IE Info.Science",33129,45327,35644,43972,33433,33405,75447,,,,,,,,,
2022,R2,E078,"E078 The Oxford College of Engineering  Bangalore","AI Artificial Intelligence",40343,,50377,51253,40567,45201,89119,,,,,,,,,
2022,R2,E078,"E078 The Oxford College of Engineering  Bangalore","CS Computers",26861,33905,30439,38618,27966,28020,57913,50485,,,,,,,,
2022,R2,E078,"E078 The Oxford College of Engineering  Bangalore","IE Info.Science",34193,36369,39133,46362,34998,35861,87008,56361,,,,,,,,
2022,R2,E079,"E079 Acharya Institute of Technology  Bangalore","AI Artificial Intelligence",28251,30614,31810,41280,28582,29213,69674,44612,,,,,,,,
2022,R2,E079,"E079 Acharya Institute of Technology  Bangalore","CS Computers",15881,21002,18488,24734,17116,17164,47227,24256,,,,,,,,
2022,R2,E079,"E079 Acharya Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",25318,34032,32772,33913,26198,27339,60636,,,,,,,,,
2022,R2,E079,"E079 Acharya Institute of Technology  Bangalore","IE Info.Science",19477,22442,21584,28009,20878,20670,60275,28392,,,,,,,,
2022,R2,E082,"E082 J S S Academy of Technical Education  Bangalore","CA CS (AI, Machine Learning)",18566,29312,22549,33812,19269,20524,69350,41302,,,,,,,,
2022,R2,E082,"E082 J S S Academy of Technical Education  Bangalore","CS Computers",11273,14741,15009,19599,11616,12722,44473,26109,,,,,,,,
2022,R2,E082,"E082 J S S Academy of Technical Education  Bangalore","IE Info.Science",15713,20755,18260,28924,16058,17025,60589,30884,,,,,,,,
2022,R2,E082,"E082 J S S Academy of Technical Education  Bangalore","RA Robotics and Automation",34372,,41058,91624,,,123936,122953,,,,,,,,
2022,R2,E083,"E083 H.K.B.K.College of Engineering  Bangalore","AI Artificial Intelligence",58064,79067,65595,59520,60394,63048,118167,,,,,,,,,
2022,R2,E083,"E083 H.K.B.K.College of Engineering  Bangalore","CS Computers",43902,49171,50587,45516,45328,46830,85479,69205,,,,,,,,
2022,R2,E083,"E083 H.K.B.K.College of Engineering  Bangalore","IE Info.Science",55710,65247,65151,56454,56134,59936,110305,69230,,,,,,,,
2022,R2,E085,"E085 APS College of Engineering  Somanahalli, Bangalore","CS Computers",38034,40183,43575,39091,39738,40679,76681,,,,,,,,,
2022,R2,E085,"E085 APS College of Engineering  Somanahalli, Bangalore","IE Info.Science",54509,64994,57303,61425,55805,60475,113749,,,,,,,,,
2022,R2,E086,"E086 Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore","CS Computers",44515,50892,47417,56058,45817,47640,81503,62297,,,,,,,,
2022,R2,E086,"E086 Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore","IE Info.Science",56468,,65068,66899,56534,58084,117028,66847,,,,,,,,
2022,R2,E087,"E087 Vivekananada Institute of Technology  Bangalore","CS Computers",44317,49300,47999,53464,45732,49623,87165,51231,,,,,,,,
2022,R2,E087,"E087 Vivekananada Institute of Technology  Bangalore","IE Info.Science",49711,54308,56738,67791,52101,52722,105380,,,,,,,,,
2022,R2,E088,"E088 Bangalore College of Engineering and Technology  Chandapura, Bangalore","CS Computers",36616,48364,39843,,39870,,59760,72214,,,,,,,,
2022,R2,E088,"E088 Bangalore College of Engineering and Technology  Chandapura, Bangalore","IE Info.Science",54719,,66019,,,62235,125395,,,,,,,,,
2022,R2,E090,"E090 Sri Revana Siddeswara Institute of Technology  Bangalore North","CS Computers",44372,57359,53657,,47199,47734,76677,,,,,,,,,
2022,R2,E091,"E091 K S Institute of Technology  Bangalore","AI Artificial Intelligence",34949,35324,38245,53762,35860,38612,120146,,,,,,,,,
2022,R2,E091,"E091 K S Institute of Technology  Bangalore","CD Computer Sc. and Design",40022,,69775,,50174,51780,141467,69639,,,,,,,,
2022,R2,E091,"E091 K S Institute of Technology  Bangalore","CS Computers",26732,34790,31534,34432,27805,27000,81897,54472,,,,,,,,
2022,R2,E091,"E091 K S Institute of Technology  Bangalore","IO CS- Internet of Things",44043,58318,51063,70924,,,155603,62396,,,,,,,,
2022,R2,E092,"E092 Vemana Institute of Technology  Bangalore","AI Artificial Intelligence",58195,61693,69157,61746,59276,58601,121522,,,,,,,,,
2022,R2,E092,"E092 Vemana Institute of Technology  Bangalore","CS Computers",39157,42230,44450,42106,40686,42265,74241,61695,,,,,,,,
2022,R2,E092,"E092 Vemana Institute of Technology  Bangalore","IE Info.Science",49796,57687,58381,60616,50945,52961,111737,68331,,,,,,,,
2022,R2,E094,"E094 Coorg Institute of Technology  Kodagu","CS Computers",49252,70984,71559,95421,54871,58046,128003,,,,,,,,,
2022,R2,E095,"E095 AMC Engineering College  Bangalore","AI Artificial Intelligence",47214,52305,60778,52409,51297,,76110,72387,,,,,,,,
2022,R2,E095,"E095 AMC Engineering College  Bangalore","CA CS (AI, Machine Learning)",50595,66987,61605,51850,51648,57861,103138,71676,,,,,,,,
2022,R2,E095,"E095 AMC Engineering College  Bangalore","CS Computers",33047,37832,37098,42517,34827,36031,61062,51429,,,,,,,,
2022,R2,E095,"E095 AMC Engineering College  Bangalore","DS Comp. Sc. Engg- Data Sc.",47821,51293,61254,52142,50089,59570,119554,74846,,,,,,,,
2022,R2,E095,"E095 AMC Engineering College  Bangalore","IE Info.Science",39787,48048,45580,44034,39999,42634,89283,58459,,,,,,,,
2022,R2,E096,"E096 East Point College of Engineering and Technology  Bangalore","AD Artificial Intel, Data Sc",58487,80360,68506,63723,59060,64485,108037,,,,,,,,,
2022,R2,E096,"E096 East Point College of Engineering and Technology  Bangalore","CS Computers",36018,47119,43332,44197,38286,38250,42317,36424,,,,,,,,
2022,R2,E096,"E096 East Point College of Engineering and Technology  Bangalore","IE Info.Science",50365,57523,61786,59651,51315,55010,94846,56142,,,,,,,,
2022,R2,E097,"E097 C M R Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",23423,28607,26815,31972,24682,24412,68168,27440,,,,,,,,
2022,R2,E097,"E097 C M R Institute of Technology  Bangalore","AI Artificial Intelligence",22118,24690,24653,31833,27404,22327,63941,51072,,,,,,,,
2022,R2,E097,"E097 C M R Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",16174,18677,23041,16538,16824,19375,41155,,,,,,,,,
2022,R2,E097,"E097 C M R Institute of Technology  Bangalore","CS Computers",11901,14430,15184,18773,12504,13729,37189,26585,,,,,,,,
2022,R2,E097,"E097 C M R Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",17830,19032,20623,30205,18508,19294,52609,22634,,,,,,,,
2022,R2,E097,"E097 C M R Institute of Technology  Bangalore","IE Info.Science",14684,18046,16866,27039,15086,15892,48030,30190,,,,,,,,
2022,R2,E098,"E098 Atria Institute of Technology  Bangalore","CD Computer Sc. and Design",54742,58255,76575,68828,59242,63847,131026,67057,,,,,,,,
2022,R2,E098,"E098 Atria Institute of Technology  Bangalore","CS Computers",25199,33391,29313,28029,25808,27295,56180,58334,,,,,,,,
2022,R2,E098,"E098 Atria Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",41864,50585,45995,45363,42594,44122,106348,,,,,,,,,
2022,R2,E098,"E098 Atria Institute of Technology  Bangalore","IE Info.Science",36248,37303,42345,39556,36338,38422,99065,63667,,,,,,,,
2022,R2,E099,"E099 New Horizon College of Engineering  Bangalore","AI Artificial Intelligence",17302,19820,20928,28980,18184,20583,27645,25348,,,,,,,,
2022,R2,E099,"E099 New Horizon College of Engineering  Bangalore","CO Computer Engineering",16456,,27953,34465,24388,25523,34440,,,,,,,,,
2022,R2,E099,"E099 New Horizon College of Engineering  Bangalore","CS Computers",8981,12433,11558,14077,9801,9796,23100,14797,,,,,,,,
2022,R2,E099,"E099 New Horizon College of Engineering  Bangalore","DS Comp. Sc. Engg- Data Sc.",14252,18369,18079,26390,15031,15496,35579,26425,,,,,,,,
2022,R2,E099,"E099 New Horizon College of Engineering  Bangalore","IE Info.Science",11936,16069,14080,25838,12334,12536,23631,17570,,,,,,,,
2022,R2,E100,"E100 K N S Institute of Technology  Bangalore","CS Computers",55652,71014,63687,58876,56053,58563,92139,64239,,,,,,,,
2022,R2,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","AD Artificial Intel, Data Sc",59312,84708,72518,78703,61055,60866,134141,,,,,,,,,
2022,R2,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","CS Computers",34480,43317,46357,42307,35090,41080,48389,37278,,,,,,,,
2022,R2,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","IE Info.Science",49207,56657,53222,49905,49652,52885,55033,,,,,,,,,
2022,R2,E102,"E102 DONBOSCO Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",53430,66715,61293,75928,54535,62343,130152,,,,,,,,,
2022,R2,E102,"E102 DONBOSCO Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",52063,70745,65016,75547,53235,58929,132764,71329,,,,,,,,
2022,R2,E102,"E102 DONBOSCO Institute of Technology  Bangalore","CS Computers",28160,36998,33940,34402,28584,29306,69153,46862,,,,,,,,
2022,R2,E102,"E102 DONBOSCO Institute of Technology  Bangalore","IE Info.Science",39954,50195,46716,61981,41506,42579,111775,63952,,,,,,,,
2022,R2,E103,"E103 Global Academy of Technology  Bangalore","AD Artificial Intel, Data Sc",30656,37573,35848,58298,31832,32124,95393,48157,,,,,,,,
2022,R2,E103,"E103 Global Academy of Technology  Bangalore","AI Artificial Intelligence",30083,39994,33469,63563,30166,30601,90778,,,,,,,,,
2022,R2,E103,"E103 Global Academy of Technology  Bangalore","CA CS (AI, Machine Learning)",26272,31774,29448,44893,26450,27761,87603,,,,,,,,,
2022,R2,E103,"E103 Global Academy of Technology  Bangalore","CS Computers",18059,21846,20637,26894,20355,20890,49982,24935,,,,,,,,
2022,R2,E103,"E103 Global Academy of Technology  Bangalore","IE Info.Science",24149,28082,26489,45737,25302,25610,76232,42363,,,,,,,,
2022,R2,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","CA CS (AI, Machine Learning)",57426,68616,69133,,61883,57845,108937,85903,,,,,,,,
2022,R2,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","CS Computers",40252,52132,49541,48308,40867,41915,71579,53092,,,,,,,,
2022,R2,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","IE Info.Science",47942,58597,55683,48436,48312,48034,93937,,,,,,,,,
2022,R2,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","AD Artificial Intel, Data Sc",11415,24125,16723,21335,14351,12207,51663,29737,,,,,,,,
2022,R2,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","AI Artificial Intelligence",11405,19873,15101,21823,12115,11517,47981,,,,,,,,,
2022,R2,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","CS Computers",6992,10108,9761,10226,7379,7810,26702,14874,,,,,,,,
2022,R2,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","IE Info.Science",9884,13381,11572,20602,11013,10738,41373,22481,,,,,,,,
2022,R2,E106,"E106 East West Institute of Technology  Bangalore","AI Artificial Intelligence",59819,75703,69845,72148,61340,,147697,81007,,,,,,,,
2022,R2,E106,"E106 East West Institute of Technology  Bangalore","CS Computers",35641,39467,43918,52272,38490,39159,85172,47467,,,,,,,,
2022,R2,E106,"E106 East West Institute of Technology  Bangalore","IE Info.Science",45280,58934,51480,62197,45568,46272,103804,53825,,,,,,,,
2022,R2,E107,"E107 B N M Institute of Technology  Bangalore","AI Artificial Intelligence",14242,18739,20707,28908,14251,16335,68125,33753,,,,,,,,
2022,R2,E107,"E107 B N M Institute of Technology  Bangalore","CS Computers",8660,10832,12380,15510,9174,10338,38233,17469,,,,,,,,
2022,R2,E107,"E107 B N M Institute of Technology  Bangalore","IE Info.Science",10216,16078,12752,22149,10377,11961,47955,,,,,,,,,
2022,R2,E108,"E108 Sapthagiri College of Engineering  Bangalore","CS Computers",21696,28998,26885,32142,22140,22386,64455,34020,,,,,,,,
2022,R2,E108,"E108 Sapthagiri College of Engineering  Bangalore","IE Info.Science",28944,34277,33020,60919,29357,29167,90019,41668,,,,,,,,
2022,R2,E109,"E109 City Engineering College  Bangalore","CS Computers",59795,68477,68504,71262,62231,65439,112315,80619,,,,,,,,
2022,R2,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","CF CS(Artificial Intel.)",55591,75585,75739,76304,55977,58119,113773,,,,,,,,,
2022,R2,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","CS Computers",38353,41808,51388,51845,41689,45928,97449,64076,,,,,,,,
2022,R2,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","DS Comp. Sc. Engg- Data Sc.",58632,70061,67398,75746,59107,60773,123139,73374,,,,,,,,
2022,R2,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","IE Info.Science",46597,50619,53137,56061,47629,47494,96380,,,,,,,,,
2022,R2,E112,"E112 Sri Krishna Institute of Technology  Bangalore","CS Computers",54285,55952,63783,68838,54450,57592,114701,73512,,,,,,,,
2022,R2,E113,"E113 Sambhram Institute of Technology  Bangalore","CS Computers",59747,69780,69422,79161,62010,64429,103980,77660,,,,,,,,
2022,R2,E114,"E114 G M Institute of Technology  Davanagere","AI Artificial Intelligence",46063,48611,59549,49701,48735,48238,96887,66622,,,,,,,,
2022,R2,E114,"E114 G M Institute of Technology  Davanagere","CS Computers",22636,30559,25763,26976,22999,24398,60063,26962,,,,,,,,
2022,R2,E114,"E114 G M Institute of Technology  Davanagere","IE Info.Science",32048,39201,37808,40438,36482,32331,71483,46817,,,,,,,,
2022,R2,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","AI Artificial Intelligence",24741,36781,28488,49263,26060,25337,82816,,,,,,,,,
2022,R2,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","CS Computers",16065,21037,19090,27396,16373,16992,49441,29849,,,,,,,,
2022,R2,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","DS Comp. Sc. Engg- Data Sc.",24761,33787,30508,33837,25586,25527,89303,50166,,,,,,,,
2022,R2,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","IE Info.Science",20100,24168,23178,42059,20843,21735,73522,30147,,,,,,,,
2022,R2,E116,"E116 R.L.Jalappa Institute of Technology  Bangalore Rural Dist","CS Computers",57646,73745,71457,65367,59710,66013,114225,67394,,,,,,,,
2022,R2,E118,"E118 RNS Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",15134,19118,19554,26853,15868,16295,68080,,,,,,,,,
2022,R2,E118,"E118 RNS Institute of Technology  Bangalore","AI Artificial Intelligence",16305,22973,20350,25585,16806,18589,71979,32776,,,,,,,,
2022,R2,E118,"E118 RNS Institute of Technology  Bangalore","CS Computers",8150,9667,11899,13691,8685,9668,33151,20521,,,,,,,,
