Year,Round,College Code,College,Course,GM,1G,2AG,2BG,3AG,3BG,SCG,STG,GMH,1H,2AH,2BH,3AH,3BH,SCH,STH
2022,R2,E118,"E118 RNS Institute of Technology  Bangalore","CY CS- Cyber Security",15693,23415,18270,31471,17013,15900,67992,32593,,,,,,,,
2022,R2,E118,"E118 RNS Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",13568,18067,18377,17816,13971,17839,52315,35622,,,,,,,,
2022,R2,E118,"E118 RNS Institute of Technology  Bangalore","IE Info.Science",11237,17073,14334,21065,11436,12724,47730,22594,,,,,,,,
2022,R2,E119,"E119 K C T Engineering College  Roza(B),Gulbarga","CS Computers",50063,,71547,53545,,,96947,,,,,,,,,
2022,R2,E121,"E121 Vivekananada College of Engineering Technology  D K DIST","AI Artificial Intelligence",54717,84632,68148,105890,58196,55309,166716,,,,,,,,,
2022,R2,E121,"E121 Vivekananada College of Engineering Technology  D K DIST","CS Computers",33471,47891,43794,82528,42928,50575,139233,44134,,,,,,,,
2022,R2,E121,"E121 Vivekananada College of Engineering Technology  D K DIST","DS Comp. Sc. Engg- Data Sc.",49626,59806,73989,114021,56136,57454,144931,76063,,,,,,,,
2022,R2,E123,"E123 Canara Engineering College Bantwal  DK DIST","AI Artificial Intelligence",53501,57145,59789,77248,62641,54096,166385,,,,,,,,,
2022,R2,E123,"E123 Canara Engineering College Bantwal  DK DIST","CS Computers",33843,37675,41520,48437,39840,38867,135039,63061,,,,,,,,
2022,R2,E123,"E123 Canara Engineering College Bantwal  DK DIST","IE Info.Science",41878,44721,48813,61137,44270,42359,147273,,,,,,,,,
2022,R2,E124,"E124 Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore","CS Computers",53983,61662,61075,56864,54149,56640,95193,61827,,,,,,,,
2022,R2,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","AI Artificial Intelligence",10102,10283,12955,19972,10801,10322,40348,18107,,,,,,,,
2022,R2,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","CS Computers",4364,5440,7475,10232,5615,6679,20756,11482,,,,,,,,
2022,R2,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","IE Info.Science",7964,14090,10329,17717,8486,9676,39567,22618,,,,,,,,
2022,R2,E128,"E128 Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi","AD Artificial Intel, Data Sc",50813,87085,58804,,,,69060,,,,,,,,,
2022,R2,E128,"E128 Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi","CS Computers",33935,39998,40970,35859,46786,36441,55494,,,,,,,,,
2022,R2,E129,"E129 St. Joseph Engineering College  Mangalore","AI Artificial Intelligence",21949,28351,33369,22167,31329,,131041,56129,,,,,,,,
2022,R2,E129,"E129 St. Joseph Engineering College  Mangalore","CS Computers",16891,22464,19853,24013,24118,19993,79072,28842,,,,,,,,
2022,R2,E129,"E129 St. Joseph Engineering College  Mangalore","DS Comp. Sc. Engg- Data Sc.",21006,32195,30247,,26013,24788,96666,59124,,,,,,,,
2022,R2,E130,"E130 Shridevi Institute of Engineering and Technology  Tumkur","CS Computers",56592,68787,72628,64729,67206,60973,83164,81830,,,,,,,,
2022,R2,E132,"E132 Secab Institute of Engineering and Technology  Bijapur","CS Computers",48400,63346,87116,49865,81652,54592,97386,,,,,,,,,
2022,R2,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","AD Artificial Intel, Data Sc",30758,41123,43284,32356,36547,31974,84849,,,,,,,,,
2022,R2,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","CA CS (AI, Machine Learning)",27956,35391,32711,38099,30254,28657,70685,,,,,,,,,
2022,R2,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","CS Computers",17143,25880,23359,22242,19043,20161,48459,20838,,,,,,,,
2022,R2,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","IE Info.Science",23241,30767,25429,,23345,25647,52666,25718,,,,,,,,
2022,R2,E134,"E134 Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.","CS Computers",40727,43065,47658,53029,47716,41273,120867,,,,,,,,,
2022,R2,E134,"E134 Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.","IE Info.Science",55537,55720,62278,120647,,58202,124164,,,,,,,,,
2022,R2,E135,"E135 K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","CA CS (AI, Machine Learning)",45950,105236,67871,56192,75204,66121,105957,,,,,,,,,
2022,R2,E135,"E135 K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","CS Computers",29483,,39038,39109,31705,30278,72067,74858,,,,,,,,
2022,R2,E141,"E141 P E S University (Electronic City Campus)  Bangalore","CS Computers",3969,8848,8175,9532,5604,6539,32103,17325,,,,,,,,
2022,R2,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","AI Artificial Intelligence",50876,70152,61858,,53974,54737,172566,,,,,,,,,
2022,R2,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","CS Computers",34194,49775,48520,56881,36810,40897,100582,61919,,,,,,,,
2022,R2,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","IE Info.Science",41594,,54126,76434,,45569,114574,,,,,,,,,
2022,R2,E144,"E144 Srinivas Institute of Technology  Mangalore.","CS Computers",45965,50469,50502,51572,49309,50119,117057,67021,,,,,,,,
2022,R2,E144,"E144 Srinivas Institute of Technology  Mangalore.","IE Info.Science",55269,,58924,,,59173,117937,89600,,,,,,,,
2022,R2,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","AI Artificial Intelligence",46512,58393,61787,68368,50409,53567,118233,,,,,,,,,
2022,R2,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","CS Computers",32382,36125,38564,43594,34331,36910,70533,49493,,,,,,,,
2022,R2,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","IE Info.Science",37326,43801,43240,62190,38637,37641,93810,,,,,,,,,
2022,R2,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","IO CS- Internet of Things",54042,,68968,93567,54300,72141,149006,81893,,,,,,,,
2022,R2,E147,"E147 T.John Engineering College  Bangalore","CS Computers",52522,61308,62916,56355,53977,54490,109535,71774,,,,,,,,
2022,R2,E149,"E149 Cambridge Institutute of Technology  Bangalore","AI Artificial Intelligence",35445,40194,43703,58635,39648,41672,67984,,,,,,,,,
2022,R2,E149,"E149 Cambridge Institutute of Technology  Bangalore","CS Computers",24291,30124,26439,33725,25901,25711,54339,39891,,,,,,,,
2022,R2,E149,"E149 Cambridge Institutute of Technology  Bangalore","IE Info.Science",33041,35312,36093,41284,34615,35158,78681,46449,,,,,,,,
2022,R2,E150,"E150 P E S Institute of Technology and Management  Shivamogga","AI Artificial Intelligence",55108,75130,62885,78098,61090,55874,106611,,,,,,,,,
2022,R2,E150,"E150 P E S Institute of Technology and Management  Shivamogga","CS Computers",30797,33275,35900,44335,33959,33086,67089,36563,,,,,,,,
2022,R2,E150,"E150 P E S Institute of Technology and Management  Shivamogga","DS Comp. Sc. Engg- Data Sc.",49697,63040,58914,54361,62549,51124,132864,,,,,,,,,
2022,R2,E150,"E150 P E S Institute of Technology and Management  Shivamogga","IE Info.Science",38710,,40464,47881,40366,38798,82919,59032,,,,,,,,
2022,R2,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","AI Artificial Intelligence",36884,47334,40569,41571,44207,40078,143318,,,,,,,,,
2022,R2,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","CA CS (AI, Machine Learning)",38417,,42756,39183,,38899,155225,67362,,,,,,,,
2022,R2,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","CS Computers",22275,25934,28586,27654,25498,26522,91561,36104,,,,,,,,
2022,R2,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","IE Info.Science",29995,,33731,37618,34971,31648,95941,,,,,,,,,
2022,R2,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","IO CS- Internet of Things",41428,49590,51980,,57274,43925,169431,86052,,,,,,,,
2022,R2,E152,"E152 S D M Institute of Tech.  Ujire,Dakshina Kannada","AD Artificial Intel, Data Sc",56330,68434,73219,85257,60433,60648,137059,,,,,,,,,
2022,R2,E152,"E152 S D M Institute of Tech.  Ujire,Dakshina Kannada","CS Computers",32595,34953,37844,49822,34054,33916,84645,46790,,,,,,,,
2022,R2,E152,"E152 S D M Institute of Tech.  Ujire,Dakshina Kannada","IE Info.Science",41895,46614,46164,53894,42498,47114,109627,,,,,,,,,
2022,R2,E153,"E153 S E A College of Engineering and Technology  K R puram bangalore","CS Computers",57477,69926,70554,63795,58271,67539,109013,75425,,,,,,,,
2022,R2,E154,"E154 Government Engineering College  Chamarajanagara","CS Computers",45272,63145,59399,60025,53062,53780,71658,51070,,,,,,,,
2022,R2,E155,"E155 Government Engineering College  Hassan","CS Computers",22663,35669,31011,35369,26941,25494,50503,33510,,,,,,,,
2022,R2,E156,"E156 Government Engineering College  K R Pet, Mandya DT.","CS Computers",40332,60756,53274,72659,44552,45762,61802,56395,,,,,,,,
2022,R2,E157,"E157 Government Engineering College  Ramanagara","CS Computers",47504,57121,61708,72217,52664,53115,72011,60593,,,,,,,,
2022,R2,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","CF CS(Artificial Intel.)",37464,48063,41369,45249,39266,43973,88928,,,,,,,,,
2022,R2,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","CS Computers",27137,32863,31994,30855,27791,31992,65161,36309,,,,,,,,
2022,R2,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","DS Comp. Sc. Engg- Data Sc.",41201,49222,46866,44065,44095,43497,91466,,,,,,,,,
2022,R2,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","IE Info.Science",36313,60131,40028,38191,38509,37346,82410,43710,,,,,,,,
2022,R2,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","CA CS (AI, Machine Learning)",24255,31741,31447,27198,26102,28768,129236,47031,,,,,,,,
2022,R2,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","CS Computers",12144,18127,18397,20826,15264,14841,64449,19522,,,,,,,,
2022,R2,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","DS Comp. Sc. Engg- Data Sc.",25154,32300,33698,27758,25727,29602,126233,,,,,,,,,
2022,R2,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","IE Info.Science",19721,20679,22553,25252,24371,20245,87305,30905,,,,,,,,
2022,R2,E161,"E161 Government Engineering College  Kushalnagar,Kodagu Dist","CS Computers",49286,64736,57780,58807,52416,49677,90145,56915,,,,,,,,
2022,R2,E162,"E162 Government Engineering College  Raichur","CS Computers",38862,,55849,,53596,43154,54995,55833,,,,,,,,
2022,R2,E163,"E163 Government Engineering College  Devagiri,Haveri","CS Computers",41348,55902,51084,64468,50479,45941,76429,61175,,,,,,,,
2022,R2,E164,"E164 Government Engineering College  Huvina Hadagali,Bellary Dist.","CS Computers",58777,65736,63100,,69141,59580,78571,,,,,,,,,
2022,R2,E165,"E165 Yenepoya Institute of Technology  Thodar,Moodbidri","CS Computers",59395,71633,72166,68029,62894,65612,133940,66964,,,,,,,,
2022,R2,E166,"E166 K L E Institute of Technology  Hubli","CS Computers",19224,21536,23244,26680,22187,22296,49297,32223,,,,,,,,
2022,R2,E167,"E167 K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist.","CS Computers",32802,45155,43835,36032,46091,34172,79206,60000,,,,,,,,
2022,R2,E169,"E169 Alva`s Institute of Engineering and Technology  Moodabidri,","AI Artificial Intelligence",50445,64764,64329,,,56823,119587,82185,,,,,,,,
2022,R2,E169,"E169 Alva`s Institute of Engineering and Technology  Moodabidri,","CS Computers",37681,50931,44932,50896,39935,39936,102984,55259,,,,,,,,
2022,R2,E169,"E169 Alva`s Institute of Engineering and Technology  Moodabidri,","DS Comp. Sc. Engg- Data Sc.",52795,,63441,53901,57612,55246,139160,64487,,,,,,,,
2022,R2,E169,"E169 Alva`s Institute of Engineering and Technology  Moodabidri,","IE Info.Science",46033,56448,53411,67516,46573,50330,129237,,,,,,,,,
2022,R2,E171,"E171 Brindavan College of Engineering  Yelahanka, Bangalore","CS Computers",51936,54024,61646,61628,52965,55592,107944,74966,,,,,,,,
2022,R2,E172,"E172 R.R.Institute of Technology  Chikkabanavara, Bangalore","CS Computers",51115,54162,61109,68377,52837,52054,95949,56575,,,,,,,,
2022,R2,E173,"E173 Sai Vidya Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",55017,74010,60963,68906,57475,60186,121675,68770,,,,,,,,
2022,R2,E173,"E173 Sai Vidya Institute of Technology  Bangalore","CS Computers",25466,31595,28571,45358,26367,29156,70093,61368,,,,,,,,
2022,R2,E173,"E173 Sai Vidya Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",53143,80298,62253,58384,53299,61035,146736,60759,,,,,,,,
2022,R2,E173,"E173 Sai Vidya Institute of Technology  Bangalore","IE Info.Science",37279,46338,44778,68207,38116,38296,136702,65368,,,,,,,,
2022,R2,E175,"E175 S.G.Balekundri Institute of Technology  Belgaum","CS Computers",42774,56739,53602,52638,53251,48009,97242,65396,,,,,,,,
2022,R2,E176,"E176 Navodaya Institute of Technology  Raihcur","CS Computers",50073,,70362,,59485,,97485,,,,,,,,,
2022,R2,E177,"E177 Rajeev Institute of Technology  Hassan","CS Computers",44504,65345,54143,47970,44690,48916,94897,68671,,,,,,,,
2022,R2,E177,"E177 Rajeev Institute of Technology  Hassan","IE Info.Science",56344,86903,66584,,56449,59035,122517,100911,,,,,,,,
2022,R2,E178,"E178 The National Institute of Engineering(NORTH CAMPUS)  Mysore","CA CS (AI, Machine Learning)",7703,11751,12156,9869,9216,8737,44706,,,,,,,,,
2022,R2,E178,"E178 The National Institute of Engineering(NORTH CAMPUS)  Mysore","CS Computers",5601,9065,8468,7258,6125,6591,25994,11308,,,,,,,,
2022,R2,E178,"E178 The National Institute of Engineering(NORTH CAMPUS)  Mysore","IE Info.Science",8487,13972,11585,14300,9606,9487,37644,15153,,,,,,,,
2022,R2,E185,"E185 Angadi Institute of Technology and Management  Belgaum","CS Computers",46609,63546,55624,51331,59529,46908,89520,51733,,,,,,,,
2022,R2,E186,"E186 ACS College of Engineering  Kengeri Hobli,Bangalore","CS Computers",42687,44906,50704,65990,44541,48473,100272,78950,,,,,,,,
2022,R2,E189,"E189 Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan","CS Computers",44483,76052,63557,45981,45775,47659,123647,60100,,,,,,,,
2022,R2,E194,"E194 Government Engineering College  KARWAR","CS Computers",51725,60883,63876,72432,62461,61192,93440,53971,,,,,,,,
2022,R2,E196,"E196 Jain College of Engineering  Machche,Belgaum","CS Computers",27521,31054,33108,34005,34146,28214,68873,41920,,,,,,,,
2022,R2,E198,"E198 Sharnbasva University College for Women(Formerly Godutai)  Gulbarga","CS Computers",40208,,57514,51465,,42872,72450,,,,,,,,,
2022,R2,E199,"E199 AGM Rural Engineering College  Hubli, Darward (D)","CS Computers",57299,67854,62822,60520,65267,62383,76379,,,,,,,,,
2022,R2,E201,"E201 Gopalan College of Engineering and Management  White Field, Bangalore","CS Computers",39137,,45225,59740,42525,,56860,70859,,,,,,,,
2022,R2,E203,"E203 K.S. School of Engineering And Management  Mallasandra, Bangalore","CS Computers",48769,67619,58011,55280,50938,55880,106284,69042,,,,,,,,
2022,R2,E204,"E204 Bangalore Technological  Institute  Sarjapura Rd, Bangalore","CS Computers",55139,64026,68505,60806,60419,59734,116154,72149,,,,,,,,
2022,R2,E205,"E205 ATME College of Engineering  Varun  hobli,Mysore","CA CS (AI, Machine Learning)",44103,70111,47569,45653,46371,,100757,48670,,,,,,,,
2022,R2,E205,"E205 ATME College of Engineering  Varun  hobli,Mysore","CS Computers",34916,41468,43531,36504,35578,36256,70491,41925,,,,,,,,
2022,R2,E205,"E205 ATME College of Engineering  Varun  hobli,Mysore","DS Comp. Sc. Engg- Data Sc.",54862,59748,60818,58319,55813,55595,75286,,,,,,,,,
2022,R2,E206,"E206 Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist","AD Artificial Intel, Data Sc",45634,51909,53402,88502,91179,49401,147361,,,,,,,,,
2022,R2,E206,"E206 Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist","AI Artificial Intelligence",55594,66591,60491,56561,73860,67148,,70225,,,,,,,,
2022,R2,E206,"E206 Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist","CS Computers",29569,44215,39448,54934,69705,46475,172423,57666,,,,,,,,
2022,R2,E209,"E209 Jyothi Institute of Technology  Bangalore","AI Artificial Intelligence",51522,58566,65956,73179,52405,65415,156861,73943,,,,,,,,
2022,R2,E209,"E209 Jyothi Institute of Technology  Bangalore","CS Computers",34920,56741,52514,55124,36508,38529,102783,69956,,,,,,,,
2022,R2,E209,"E209 Jyothi Institute of Technology  Bangalore","IE Info.Science",43247,59675,55753,68726,47385,43428,119720,,,,,,,,,
2022,R2,E211,"E211 Jain Institute of Technology  Cross,Davanagere","CS Computers",45411,47924,58826,56288,48176,46028,72637,65851,,,,,,,,
2022,R2,E211,"E211 Jain Institute of Technology  Cross,Davanagere","IE Info.Science",52151,59075,62314,61315,60169,53340,91892,,,,,,,,,
2022,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CA CS (AI, Machine Learning)",21509,28968,27525,41855,23667,21793,71425,,,,,,,,,
2022,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CD Computer Sc. and Design",29127,47174,35021,37165,,29225,89681,59156,,,,,,,,
2022,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CF CS(Artificial Intel.)",24573,31401,25521,43302,26788,26218,72642,,,,,,,,,
2022,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","CS Computers",14381,18025,17731,15018,14855,16733,45613,27806,,,,,,,,
2022,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","DS Comp. Sc. Engg- Data Sc.",21184,26103,24892,31419,21975,,55544,44786,,,,,,,,
2022,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","IE Info.Science",19281,20638,22778,33986,19497,20243,60547,34068,,,,,,,,
2022,R2,E212,"E212 Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore","IO CS- Internet of Things",28519,,34370,48814,29747,31417,89723,57310,,,,,,,,
2022,R2,E220,"E220 Alliance University  Bangalore","CS Computers",41854,53924,49834,56506,46973,45571,108336,67815,,,,,,,,
2022,R2,E220,"E220 Alliance University  Bangalore","IG Information Technology",50347,,51824,65383,55034,53633,125513,78173,,,,,,,,
2022,R2,E222,"E222 Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R)","CS Computers",50444,60323,62659,60627,51674,51834,101130,72234,,,,,,,,
2022,R2,E232,"E232 Reva University  Bangalore","AD Artificial Intel, Data Sc",23736,31649,28248,32977,26766,25708,65830,42530,,,,,,,,
2022,R2,E232,"E232 Reva University  Bangalore","CA CS (AI, Machine Learning)",19126,24344,25749,33588,19988,21240,48709,40732,,,,,,,,
