Year,Round,College Code,College,Course,3AG,3AH,3AK,3AKH,3AR,3ARH,GM,GMH,GMK,GMKH,GMR,GMRH
2022,R1,E107,"B N M Institute of Technology Bangalore","Computer Science and Engineering",8090,,,,,,7448,,15607,,10300,
2022,R1,E107,"B N M Institute of Technology Bangalore","Information Science and Engineering",8685,,,,,,8610,,20482,,12022,
2022,R1,E108,"Sapthagiri College of Engineering Bangalore","Computer Science and Engineering",20662,,,,,,20597,,26721,,22915,
2022,R1,E108,"Sapthagiri College of Engineering Bangalore","Information Science and Engineering",26717,,,,,,26283,,36438,,31412,
2022,R1,E109,"City Engineering College Bangalore","Computer Science and Engineering",52003,,,,,,51644,,59730,,63058,
2022,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science (Artificial Intelligence)",54092,,,,,,48351,,87382,,65266,
2022,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science and Engineering",37362,,,,43122,,35591,,40062,,42163,
2022,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science and Engineering - Data Science",55865,,,,,,54848,,,,58632,
2022,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Information Science and Engineering",45440,,,,,,45100,,61953,,53634,
2022,R1,E112,"Sri Krishna Institute of Technology Bangalore","Computer Science and Engineering",50306,,,,,,49969,,64234,,54670,
2022,R1,E112,"Sri Krishna Institute of Technology Bangalore","Information Science and Engineering",58380,,,,,,57385,,,,66098,
2022,R1,E113,"Sambhram Institute of Technology Bangalore","Computer Science and Engineering",56053,,,,62533,,55811,,59474,,60770,
2022,R1,E114,"G M Institute of Technology Davanagere","Artificial Intelligence and Machine Learning",48735,,,,,,44960,,53445,,51482,
2022,R1,E114,"G M Institute of Technology Davanagere","Computer Science and Engineering",22999,,,,,,22508,,23454,,27993,
2022,R1,E114,"G M Institute of Technology Davanagere","Information Science and Engineering",36482,,,,,,30992,,38503,,36970,
2022,R1,E115,"S J B Institute of Technology Kengeri,Bangalore","Artificial Intelligence and Machine Learning",22155,,,,24833,,21822,,36481,,23384,
2022,R1,E115,"S J B Institute of Technology Kengeri,Bangalore","Computer Science and Engineering",14699,,,,,,14602,,20447,,16940,
2022,R1,E115,"S J B Institute of Technology Kengeri,Bangalore","Computer Science and Engineering - Data Science",21515,,,,,,21432,,,,25331,
2022,R1,E115,"S J B Institute of Technology Kengeri,Bangalore","Information Science and Engineering",18639,,,,,,18134,,25510,,19793,
2022,R1,E116,"R.L.Jalappa Institute of Technology Bangalore Rural Dist","Computer Science and Engineering",56284,,,,,,51177,,56756,,56069,
2022,R1,E118,"RNS Institute of Technology Bangalore","Artificial Intelligence and Data Science",15631,,,,,,13967,,32747,,17477,
2022,R1,E118,"RNS Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",16011,,,,20553,,15339,,32946,,19576,
2022,R1,E118,"RNS Institute of Technology Bangalore","Computer Science and Engineering",7950,,,,,,6979,,11598,,9791,
2022,R1,E118,"RNS Institute of Technology Bangalore","Computer Science - Cyber Security",14538,,43290,,,,14523,,,,17107,
2022,R1,E118,"RNS Institute of Technology Bangalore","Computer Science and Engineering - Data Science",13086,,,,15915,,12831,,30876,,15719,
2022,R1,E118,"RNS Institute of Technology Bangalore","Information Science and Engineering",9832,,,,,,9718,,22280,,11773,
2022,R1,E119,"K C T Engineering College Roza(B),Gulbarga","Computer Science and Engineering",,,,,,,52490,,67516,,67543,
2022,R1,E121,"Vivekananada College of Engineering Technology D K DIST","Artificial Intelligence and Machine Learning",54717,,,,,,54383,,56041,,56457,
2022,R1,E121,"Vivekananada College of Engineering Technology D K DIST","Computer Science and Engineering",36311,,,,42928,,33471,,38879,,41652,
2022,R1,E121,"Vivekananada College of Engineering Technology D K DIST","Computer Science and Engineering - Data Science",49626,,,,,,49138,,,,49638,
2022,R1,E123,"Canara Engineering College Bantwal DK DIST","Artificial Intelligence and Machine Learning",54462,,90875,,,,48876,,55639,,54455,
2022,R1,E123,"Canara Engineering College Bantwal DK DIST","Computer Science and Engineering",36419,,,,43561,,33023,,33163,,34878,
2022,R1,E123,"Canara Engineering College Bantwal DK DIST","Information Science and Engineering",44270,,,,,,40117,,41818,,41932,
2022,R1,E124,"Rajiv Gandhi Institute of Technology R.T Nagar Post, Bangalore","Computer Science and Engineering",49856,,,,,,47470,,63524,,53164,
2022,R1,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Artificial Intelligence and Machine Learning",9498,,,,,,9162,,18730,,13291,
2022,R1,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Computer Science and Engineering",4796,,,,7989,,4191,,12137,,7330,
2022,R1,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Information Science and Engineering",7313,,,,10207,,6926,,14757,,9885,
2022,R1,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","Artificial Intelligence and Data Science",,,,,,,49593,,,,73947,
2022,R1,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","Computer Science and Engineering",43858,,,,53621,,29940,,37320,,40429,
2022,R1,E129,"St. Joseph Engineering College Mangalore","Artificial Intelligence and Machine Learning",31329,,,,,,20298,,26469,,26811,
2022,R1,E129,"St. Joseph Engineering College Mangalore","Computer Science and Engineering",23734,,,,,,16331,,22757,,20540,
2022,R1,E129,"St. Joseph Engineering College Mangalore","Computer Science and Engineering - Data Science",26013,,,,,,20082,,,,25433,
2022,R1,E130,"Shridevi Institute of Engineering and Technology Tumkur","Computer Science and Engineering",57091,,,,,,55185,,59320,,58468,
2022,R1,E132,"Secab Institute of Engineering and Technology Bijapur","Computer Science and Engineering",46734,,,,64700,,45130,,47657,,63410,
2022,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Artificial Intelligence and Data Science",29544,,,,,,28200,,35547,,33208,
2022,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Computer Science (AI and Machine Learning)",30254,,,,,,23860,,,,34482,
2022,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Computer Science and Engineering",19043,,,,22148,,16758,,20725,,19817,
2022,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Information Science and Engineering",21485,,,,,,20838,,26855,,23156,
2022,R1,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech. Laxmeshwara-Tq, Gadag Dt.","Computer Science and Engineering",47716,,,,,,40727,,41271,,43661,
2022,R1,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech. Laxmeshwara-Tq, Gadag Dt.","Information Science and Engineering",,,,,,,55537,,63955,,64436,
2022,R1,E135,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist","Computer Science (AI and Machine Learning)",75204,,,,,,45950,,58713,,64396,
2022,R1,E135,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist","Computer Science and Engineering",31705,,,,,,29172,,33002,,29385,
2022,R1,E139,"Impact College of Engineering and Applied Sciences Bangalore","Computer Science and Engineering",56638,,,,,,56246,,,,57945,
2022,R1,E141,"P E S University (Electronic City Campus) Bangalore","Computer Science and Engineering",4385,,20201,,8074,,3443,,11862,,7035,
2022,R1,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Artificial Intelligence and Machine Learning",49462,,,,,,49166,,51800,,57318,
2022,R1,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Computer Science and Engineering",30452,,,,36601,,30059,,32227,,35137,
2022,R1,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Information Science and Engineering",,,,,,,37747,,,,39569,
2022,R1,E144,"Srinivas Institute of Technology Mangalore.","Computer Science and Engineering",49309,,,,,,43297,,43370,,47456,
2022,R1,E144,"Srinivas Institute of Technology Mangalore.","Information Science and Engineering",,,,,,,50935,,61826,,55143,
2022,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Artificial Intelligence and Machine Learning",43457,,,,,,42682,,67973,,58074,
2022,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Computer Science and Engineering",31334,,,,,,29858,,34066,,33200,
2022,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Information Science and Engineering",36207,,,,,,35144,,54056,,40772,
2022,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Computer Science - Internet of Things",51531,,,,79720,,50235,,,,77972,
2022,R1,E147,"T.John Engineering College Bangalore","Computer Science and Engineering",48420,,,,,,48230,,53944,,58564,
2022,R1,E147,"T.John Engineering College Bangalore","Information Science and Engineering",58431,,,,,,57371,,65674,,72728,
2022,R1,E149,"Cambridge Institutute of Technology Bangalore","Artificial Intelligence and Machine Learning",35050,,,,38295,,32365,,65888,,37516,
2022,R1,E149,"Cambridge Institutute of Technology Bangalore","Computer Science and Engineering",24025,,,,,,23622,,29384,,24988,
2022,R1,E149,"Cambridge Institutute of Technology Bangalore","Information Science and Engineering",31695,,,,,,31437,,43984,,34310,
2022,R1,E150,"P E S Institute of Technology and Management Shivamogga","Artificial Intelligence and Machine Learning",54050,,,,,,46816,,61448,,55943,
2022,R1,E150,"P E S Institute of Technology and Management Shivamogga","Computer Science and Engineering",30369,,,,34517,,28740,,32453,,31389,
2022,R1,E150,"P E S Institute of Technology and Management Shivamogga","Computer Science and Engineering - Data Science",56241,,,,,,49575,,62047,,50873,
2022,R1,E150,"P E S Institute of Technology and Management Shivamogga","Information Science and Engineering",39666,,74299,,,,34966,,,,38110,
2022,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Artificial Intelligence and Machine Learning",41220,,,,62422,,35635,,,,35811,
2022,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Computer Science (AI and Machine Learning)",,,,,,,34425,,41989,,37482,
2022,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Computer Science and Engineering",25498,,,,29151,,21060,,23625,,24211,
2022,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Information Science and Engineering",28728,,,,,,28586,,,,29758,
2022,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Computer Science - Internet of Things",41375,,,,,,40160,,,,45676,
2022,R1,E152,"S D M Institute of Tech. Ujire,Dakshina Kannada","Artificial Intelligence and Data Science",51188,,,,,,49757,,59655,,54633,
2022,R1,E152,"S D M Institute of Tech. Ujire,Dakshina Kannada","Computer Science and Engineering",34034,,,,,,32238,,32595,,33012,
2022,R1,E152,"S D M Institute of Tech. Ujire,Dakshina Kannada","Information Science and Engineering",42498,,,,46472,,40235,,,,40488,
2022,R1,E153,"S E A College of Engineering and Technology K R puram bangalore","Computer Science and Engineering",55905,,,,,,55549,,57477,,62815,
2022,R1,E154,"Government Engineering College Chamarajanagara","Computer Science and Engineering",39636,,,,56948,,35971,,40267,,46263,
2022,R1,E155,"Government Engineering College Hassan","Computer Science and Engineering",22552,,,,25803,,21794,,26229,,24972,
2022,R1,E156,"Government Engineering College K R Pet, Mandya DT.","Computer Science and Engineering",39918,,,,43189,,37255,,42400,,42240,
2022,R1,E157,"Government Engineering College Ramanagara","Computer Science and Engineering",47504,,,,56784,,46049,,50631,,52314,
2022,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Computer Science (Artificial Intelligence)",36291,,,,,,35391,,49534,,46273,
2022,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Computer Science and Engineering",27755,,,,30177,,26766,,35783,,29387,
2022,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Computer Science and Engineering - Data Science",41201,,,,,,41099,,,,47538,
2022,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Information Science and Engineering",35361,,,,,,34681,,38064,,38619,
2022,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Computer Science (AI and Machine Learning)",26102,,,,,,23071,,24255,,25420,
2022,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Computer Science and Engineering",12537,,15264,,18878,,12052,,13549,,16016,
2022,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Computer Science and Engineering - Data Science",25727,,,,,,23629,,23657,,24145,
2022,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Information Science and Engineering",23346,,,,,,19347,,21844,,21376,
2022,R1,E161,"Government Engineering College Kushalnagar,Kodagu Dist","Computer Science and Engineering",46560,,,,53787,,43598,,44222,,49305,
2022,R1,E162,"Government Engineering College Raichur","Computer Science and Engineering",38674,,,,,,34723,,39029,,47701,
2022,R1,E163,"Government Engineering College Devagiri,Haveri","Computer Science and Engineering",50479,,,,60337,,39939,,42752,,44932,
2022,R1,E164,"Government Engineering College Huvina Hadagali,Bellary Dist.","Computer Science and Engineering",58569,,,,,,53596,,,,56929,
2022,R1,E165,"Yenepoya Institute of Technology Thodar,Moodbidri","Computer Science and Engineering",56167,,,,,,54721,,59482,,60308,
2022,R1,E166,"K L E Institute of Technology Hubli","Computer Science and Engineering",17833,,,,,,15664,,17005,,18785,
2022,R1,E167,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","Artificial Intelligence and Data Science",70963,,,,,,55738,,59065,,62404,
2022,R1,E167,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","Computer Science and Engineering",44983,,,,,,28819,,29056,,29921,
2022,R1,E168,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","Computer Science and Engineering",55109,,,,,,53012,,68874,,58203,
2022,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Artificial Intelligence and Machine Learning",,,,,,,48556,,,,55013,
2022,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Computer Science and Engineering",39935,,,,41484,,36856,,39966,,40196,
2022,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Computer Science and Engineering - Data Science",52795,,,,59501,,49836,,56112,,50421,
2022,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Information Science and Engineering",45323,,,,,,44236,,46173,,46050,
2022,R1,E171,"Brindavan College of Engineering Yelahanka, Bangalore","Computer Science and Engineering",49530,,,,,,47942,,63693,,53256,
2022,R1,E171,"Brindavan College of Engineering Yelahanka, Bangalore","Information Science and Engineering",60639,,,,,,59740,,74358,,66124,
2022,R1,E172,"R.R.Institute of Technology Chikkabanavara, Bangalore","Computer Science and Engineering",47629,,,,,,46272,,60672,,50043,
2022,R1,E172,"R.R.Institute of Technology Chikkabanavara, Bangalore","Information Science and Engineering",54360,,,,,,53647,,,,56175,
2022,R1,E173,"Sai Vidya Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",49029,,92793,,,,46671,,71141,,59577,
2022,R1,E173,"Sai Vidya Institute of Technology Bangalore","Computer Science and Engineering",26295,,,,29161,,24733,,27661,,27444,
2022,R1,E173,"Sai Vidya Institute of Technology Bangalore","Computer Science and Engineering - Data Science",53299,,,,,,50076,,62106,,56405,
2022,R1,E173,"Sai Vidya Institute of Technology Bangalore","Information Science and Engineering",34615,,,,,,34277,,41378,,36327,
2022,R1,E175,"S.G.Balekundri Institute of Technology Belgaum","Artificial Intelligence and Data Science",71995,,,,,,57769,,63789,,74746,
2022,R1,E175,"S.G.Balekundri Institute of Technology Belgaum","Computer Science and Engineering",53251,,,,,,41600,,42171,,46125,
